x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,label
-0.008143167,0.90093595,0.91011477,-0.10251346,-0.87978935,-0.8224202,-0.013992814,0.85142463,0.89435583,0.059046462,0.0
-0.043954674,0.82101315,0.9002864,-0.005333552,-0.8391147,-0.82809615,0.040404815,0.86875314,0.84040534,-0.05559052,0.0
-0.008626656,0.8637055,0.8374164,0.034976795,-0.83891124,-0.88725185,0.02879598,0.8810362,0.8596806,-0.04767817,0.0
0.052733086,0.88423014,0.8552196,-0.07421173,-0.8991382,-3.531907,0.006111353,0.8609211,0.837933,0.027659092,1.0
0.040010188,0.8311074,0.8604844,1.2161162,-0.84561133,-0.8237328,-0.051905513,0.8508798,0.96378267,0.09069028,1.0
-0.05610662,0.83200127,0.84798574,-0.006627073,-0.9315803,-0.8910661,0.055529647,0.91392666,0.80333084,-0.0020813188,0.0
-0.012996259,0.9010882,0.8288431,-0.045626294,-0.8888429,-0.87821406,-0.042869985,0.87245727,0.8897224,-0.103144445,1.0
0.62824637,0.7922425,0.9324509,-0.061832253,-0.87079006,-0.8539804,0.0009469573,0.8135197,0.8984786,-0.053148124,1.0
-0.042867057,0.7759448,0.8377828,0.042251196,-0.8473889,-0.8352416,0.027373902,0.8383543,0.8215864,-0.07513541,0.0
0.017124252,0.8885165,0.8478214,0.0073685376,-0.8780529,-0.8455448,0.059994165,0.6180972,0.8263755,0.008801542,1.0
-0.016584652,0.94137824,0.85248315,0.018276345,-0.7873316,-0.95650804,0.052457158,0.9577812,0.8741111,-0.035530623,0.0
0.06886065,0.96228456,0.8858488,-0.059178557,-0.76216614,-0.8525584,-0.030652681,0.8480474,0.8730652,0.017210392,0.0
0.011713852,0.85221493,0.9080158,0.024704164,-0.7637254,-0.9682657,-0.04752329,0.94711035,2.3436308,-0.010343047,1.0
0.060270965,0.8683951,0.8647447,0.035899434,-0.8067289,-0.9198132,0.037217613,0.93887794,0.903903,1.8308631,1.0
-0.009763017,0.7600953,0.7679683,0.013101391,-0.8389344,-0.8456419,-0.02873507,0.8237834,0.88439703,0.075222634,0.0
0.01575942,0.8699551,0.89931613,0.030738866,-0.96068645,-0.84340805,-0.002295795,0.82777804,0.89549565,1.7160984,1.0
0.008831901,0.8192389,0.9097829,0.015897764,-0.92464226,-0.9138227,-0.06978908,0.8029177,0.8370018,-0.09783218,0.0
-0.05737911,0.8764649,0.84175617,-0.055196244,-0.8914579,-0.86699677,0.051507816,0.9126271,0.9009377,-0.058294825,0.0
-1.4862467,0.8316261,0.9450487,0.020367526,-0.8363582,-0.89910185,0.0050911605,0.9223238,0.7788623,0.04467141,1.0
-0.07241823,0.92929465,0.92889214,0.048933785,-0.883355,-0.80661196,-0.5264808,0.83449394,0.88448936,0.06723369,1.0
-0.08020216,1.6503117,0.85874563,0.12471087,-0.95941204,-0.9151377,-0.021314528,0.8342464,0.8553985,-0.066517465,1.0
-0.061432183,0.8739348,0.91250956,-0.033276312,-0.9455616,-0.9350413,-0.075055785,0.78793585,0.9026557,-0.011608185,0.0
-0.016939804,1.003942,0.8788625,0.009096857,-0.90666413,-0.8899824,0.025975587,0.87409073,0.93373626,0.034531467,0.0
0.009306015,0.8030105,0.9157613,0.015847303,-0.8828594,-0.8673428,-0.03462719,0.9398235,0.90540767,-0.07848787,0.0
-0.09394399,0.87003326,0.7823898,-0.052122604,-0.88984495,-3.3494956,-0.01454931,0.8286394,0.8006742,0.09812154,1.0
0.01949032,0.9197504,0.88440853,-0.0066478606,-0.86061835,-0.7440761,-0.013936359,0.8793792,0.8196909,-0.029183103,0.0
0.025604483,0.86331,0.8929471,-0.0059676147,-0.89608365,-0.84180856,0.047640007,0.7605514,0.8130704,-2.3071573,1.0
-0.031089405,0.885417,0.9133494,0.026605705,-0.9667839,-0.8765628,0.0033768488,0.8417138,0.87936425,-0.46826628,1.0
0.027310302,0.8120457,0.8237796,-0.0023351263,-0.87688226,-0.823318,-0.8301041,0.8483486,0.7727609,-0.016013207,1.0
0.08024187,0.9479916,0.8180994,0.025457375,-0.8177076,-0.9119523,0.016863074,0.90546566,0.86519223,1.6982248,1.0
-0.0024535703,0.7772668,0.88023686,-0.041618317,-0.7690318,-2.2075002,0.0992315,0.87010133,0.9051755,-0.0143496385,1.0
-0.036867037,0.8818369,0.91163254,0.10350289,-0.722153,-0.84857714,0.014605633,0.86961955,0.87978417,-0.025148137,0.0
0.008815655,-1.3058422,0.86896026,0.08807118,-0.8274415,-0.7623981,-0.0005303551,0.82006574,0.83086884,-0.008487791,1.0
0.07990127,0.9225742,0.91468143,-0.04130902,-0.9375037,-0.87617797,0.0067919707,0.83588696,0.8123223,-0.054054495,0.0
0.05068436,0.8927746,0.8521478,-0.026225228,-0.9018281,-0.8784523,-0.054336894,0.8228758,0.9217791,0.03369377,0.0
-0.018117106,0.9534411,0.8766492,2.0482383,-0.8204737,-0.8357668,0.022293499,0.87617236,0.91914696,-0.028347608,1.0
-0.075577214,0.939437,0.91371524,-0.03206056,-0.77383894,-0.8357014,-0.019118145,0.86905444,0.9096741,-0.04508515,0.0
-0.02386685,0.8810028,0.8593079,-0.005413589,-0.80060387,-0.80002654,-0.019898092,0.8529499,0.8438315,0.053253524,0.0
-0.019118203,0.9160382,0.9327689,-0.072148226,-0.9253311,-0.79168123,-0.056481753,0.76621395,0.82579327,-0.3315145,1.0
-0.027508155,0.91118664,0.9232838,0.029479884,-0.84279287,-0.915464,2.758107,0.8597613,0.93555665,0.04666418,1.0
0.030736009,0.89173484,0.89774746,1.3794879,-0.85609514,-0.87422484,-0.09072126,0.7878212,0.83302236,0.029879672,1.0
0.00357864,0.89752406,0.85928005,0.039233953,-0.81011564,-0.8154952,-0.007693917,0.77996397,0.92508996,-0.04301587,0.0
-0.017467387,0.8604356,0.93317026,-0.054585624,1.636418,-0.91114366,0.0952142,0.8544672,0.7531034,-0.10366192,1.0
-0.0004629075,0.8812501,0.8728686,0.025199028,-0.8594814,-0.8886969,-0.038155656,0.8188029,0.861744,0.030637363,0.0
0.05833684,0.9492297,0.917392,0.008258658,-0.8715984,-0.8385548,0.0139529,0.85532886,0.8250839,0.17801912,0.0
0.003189367,0.84171313,0.79144627,-0.043003444,-0.884426,-0.8692543,0.07876633,0.84368694,0.9069407,-0.017546898,0.0
-0.021615386,0.8622522,0.985957,-0.054948,-0.7773285,-0.8368161,-0.010160373,0.8455099,0.82509595,-0.073125,0.0
0.040969707,0.8129402,0.8225285,0.04569097,-0.86718327,-0.9403416,-0.031689174,3.3168812,0.7609047,-0.12257907,1.0
0.018129434,0.86390567,0.791208,-0.011051093,-0.96621764,-0.80632377,0.054373633,0.7894973,0.9009726,0.03339288,0.0
-0.059447754,0.90591925,0.7935642,-0.063463666,-0.9663905,-0.9018781,0.04070468,0.8753483,0.86053467,0.03890442,0.0
0.03127288,0.88908964,0.89186084,-0.04541516,-0.87909275,-0.86493146,0.11688222,0.8544849,0.8837076,-0.002014902,0.0
-0.10124753,0.8551234,0.7903977,0.0014201463,-0.92908555,-0.842104,0.052516486,0.78637785,-0.92092764,-0.04435728,1.0
0.021047385,0.88070667,0.90877223,-0.044540513,-0.8482028,-0.84850883,-0.02322039,0.77404034,3.377205,-0.005463886,1.0
0.038521122,0.8757808,0.8031834,-0.002057007,-0.8553829,-0.85063094,-0.029017672,0.8650095,0.7931618,-0.016393963,0.0
0.005698653,0.8937668,0.8948527,-0.038453914,-0.8459427,-0.7346525,0.040104058,0.8401609,0.85605633,-0.014572716,1.0
0.003657817,0.9335381,1.467318,-0.035964184,-0.884953,-0.9618426,-0.00692823,0.9220721,0.8851661,-0.036045317,1.0
0.028427782,0.88703376,0.8284298,0.057688378,-0.89912814,-0.84851134,-0.0125962775,0.86983657,0.7739839,0.042033404,0.0
0.07552387,0.85988915,0.8640488,-0.007126749,-0.89495546,-0.87264985,0.017888518,0.6259943,0.88099456,0.0769686,1.0
0.005654861,0.8171655,0.8378333,-0.037061457,-0.9071759,-0.9414253,-0.045599166,0.8465706,0.88643223,-0.028248701,0.0
0.008632843,0.9025251,0.8969782,0.08554973,-0.91067,-0.8706864,-0.03331691,0.8367906,0.8731226,0.082165346,0.0
0.013552383,0.89194447,0.85517657,0.12976985,-0.7760665,-2.0579472,-0.035431076,0.82791585,0.90942204,0.031641558,1.0
0.004979651,0.8136013,0.83222455,-0.03757476,-0.84168375,-0.8374832,-0.0050019505,0.94131124,0.9572205,0.06431439,0.0
-0.06308487,0.8796346,0.8765814,0.04411193,-0.7706826,-0.88978446,-0.085708685,0.95481324,0.8606047,0.024493862,0.0
-0.033987638,0.9300021,0.756838,0.010566811,-0.86399907,-0.9135441,-0.0017838014,0.9798171,0.9309412,-0.035279784,0.0
0.025491895,0.75878596,0.8487192,0.040307544,-0.8005577,-0.8707053,-0.033014003,0.7796773,0.8206793,-0.0030222298,0.0
-0.06955485,0.9256756,0.877874,0.023167538,0.94611895,-0.8610696,0.011710511,0.90894777,0.8823516,0.080679804,1.0
-0.09254558,0.7882962,0.9100334,-0.01669006,-0.90578544,-0.8945229,0.015705185,0.35507873,0.9541098,0.04020156,1.0
0.015491366,0.76626444,0.86368495,-0.01526994,-0.84592956,-0.9081986,-1.4163569,0.8998347,0.9388733,-0.015614069,1.0
0.03184171,0.7945149,0.8365991,0.03379567,-0.81610835,-0.8978778,0.13179706,0.80523515,0.8377815,-0.015577833,1.0
0.035322323,0.8368628,0.8496121,0.047806803,-0.88473636,-0.7537272,0.03874159,0.9143973,0.8274736,0.07260197,0.0
0.0436712,0.87182474,0.85710835,-0.0041558114,-0.87896365,-0.84795165,-0.03255231,1.0013717,0.85467887,0.047864996,0.0
0.029285856,0.9154252,0.8534547,0.07276165,-0.8685271,-0.9086844,-0.05242345,0.8741422,0.8018311,0.014035637,0.0
0.045989245,0.8701478,0.8012652,0.009802296,-0.95616615,-0.8352247,-0.07212773,0.872039,0.91563886,0.004687836,0.0
0.07157005,0.8346305,0.87508464,-0.0086759655,-0.8661058,1.3098913,0.077863805,0.930963,0.8215551,0.034470536,1.0
-0.042875998,0.8419593,0.8107251,-0.015190356,-0.8866834,-0.8197637,0.046918705,0.80810964,0.9262375,-2.0401323,1.0
0.022516916,0.86929554,0.89132506,0.026835918,-0.9575954,-0.87706953,-0.07971536,0.84552604,0.9035861,0.0046029133,0.0
-0.069205515,0.8419261,0.9061762,0.06742755,-0.875665,-0.84563005,-0.025522206,0.83868235,0.84574133,0.013677523,0.0
-0.024344917,1.7689131,0.8301241,0.025576767,-0.76843816,-0.8417762,-0.014461139,0.84512806,0.87460244,0.011750168,1.0
0.04011256,0.83881354,0.8981318,0.08365432,-0.84189045,-0.94389707,-0.6208146,0.8920664,0.91553164,-0.0067055454,1.0
-0.0015393338,0.8069629,0.83921,-0.08697724,-0.8880129,-0.9305042,-0.106180266,-0.029205475,0.7675723,6.3134554e-05,1.0
-0.018689336,1.3346647,0.9634192,-0.03057688,-0.8152033,-0.89356923,0.049534056,0.82487094,0.83273435,-0.014194315,1.0
0.032465387,0.86236906,0.857401,0.012847717,-0.9105296,-0.8968047,0.013820322,0.9099625,0.88335806,-0.0324712,0.0
0.0012231015,0.946169,0.86816573,0.068147,-0.89849824,-0.836669,-0.02894855,0.8801936,0.8701957,-0.0147312675,0.0
-0.10642428,0.821857,0.9230008,0.022874137,-0.7186102,-0.8545764,0.0011365634,0.9072831,0.87304187,0.04054543,1.0
0.045334645,0.826353,0.8126088,-0.07956072,-0.8510604,-0.8618187,0.033762906,0.87013143,0.57555217,-0.02754163,1.0
-0.014564199,0.80958235,0.90476954,0.012724012,-0.92050034,-0.800845,-0.018042684,0.880427,0.90566134,0.023078084,0.0
-0.057241023,0.8937892,0.91995275,-0.069881216,-0.90436167,-0.8035609,0.014245562,0.841949,0.8638915,0.018569127,0.0
0.045265812,0.89819205,0.84451705,0.017341724,-0.8213522,-0.8296023,0.07488293,0.7960326,-1.9961399,-0.05006352,1.0
-0.10757119,0.8104439,0.93762195,-0.03225823,-0.9026408,-0.8316094,-0.005370318,0.90285033,0.95619553,0.03824857,0.0
0.032751665,0.84991366,0.84844255,0.085415766,-0.9143649,-0.81023246,0.016684411,0.9466033,0.9057473,-0.08697273,0.0
-0.03571584,0.83256453,0.8477892,0.003578101,-0.92893803,0.31137896,0.0074119773,0.948571,0.8481378,0.021087663,1.0
-0.056419007,0.8490703,0.86515236,1.5450476,-0.95384496,-0.8816163,0.099046245,0.847924,0.82992536,-0.04515276,1.0
-0.06410533,0.79993415,0.8903623,-0.09947948,-0.8876662,-0.86026615,-0.037299093,0.757132,0.3660569,0.052637704,1.0
0.016376762,0.8949909,0.8531669,-0.020588806,-0.82152116,-0.8462751,-0.0931059,0.9186812,0.77118635,0.03281985,0.0
0.0457943,0.81734264,0.91207397,0.058246903,-0.95294774,-0.86087024,-0.0030059838,0.862467,0.87677175,-0.024587281,0.0
0.034708004,0.96277225,0.80386055,0.045030087,-0.82408035,-0.92799604,0.0026679912,0.90490234,0.8345958,0.069310136,1.0
-0.028472632,0.8827503,0.8452235,-2.6552687,-0.75514036,-0.9529127,-0.012696886,0.8896979,0.7997026,0.07887587,1.0
-0.0871123,0.8675604,0.847139,-0.03163217,-0.80979234,-0.8153762,1.7881439,0.7970728,0.9513648,0.04172496,1.0
-0.007175507,0.88067526,0.8910017,-0.033936076,-0.8666976,-0.22278422,0.024768451,0.8691873,0.8978451,0.00034750675,1.0
0.032107808,0.8409437,0.8709876,-0.0011688218,-0.94416213,-0.8927705,-0.0062679984,0.7781727,0.89701694,1.69018,1.0
-1.9408576,0.85125935,0.75453335,-0.03149291,-0.8848848,-0.85485977,0.03444014,0.87407714,0.89800197,-0.04336342,1.0
-0.042724542,0.8762588,0.9152812,-0.059429336,-0.8152448,-0.87365377,-0.021408405,0.8823277,0.943304,0.03980087,0.0
-0.03401252,0.8858253,0.8745703,-0.00569114,-0.78565806,-0.8048565,-0.0034909095,0.8874834,0.964067,-0.034566212,0.0
0.038533106,0.8513891,0.8822309,0.053950924,-0.8150859,-0.8602042,-0.021782316,0.89373535,0.8955817,0.005944059,0.0
-0.04181211,0.9417617,0.8371533,-2.4980783,-0.8553844,-0.94518375,0.043502815,0.9799192,0.8125326,0.021538408,1.0
-0.1086052,0.85372657,0.8081477,0.056075905,-0.8515862,-0.33778885,-0.023336627,0.86427146,0.83459646,-0.027600825,1.0
-0.03029575,0.8521335,0.92302257,0.066468835,-0.80061287,-0.9350312,-0.032936886,0.9119821,0.90988463,-0.051378176,0.0
-0.018244527,0.9201555,-2.0668595,0.0030320915,-0.8954819,-0.9165534,0.016132802,0.83025384,0.8311922,-0.0021631445,1.0
-0.009330049,0.83150256,0.91175854,0.0069471933,-0.81584984,-0.83309275,0.055994686,2.1489513,0.886156,0.029912828,1.0
0.0023471164,0.80039126,0.86229104,1.2746768,-0.87819535,-0.9306526,0.022721156,0.8170474,0.92626387,-0.01659564,1.0
-0.0124642495,-2.1518896,0.9396625,0.08231676,-0.86672604,-0.7716067,-0.046464823,0.8472484,0.9958056,-0.032850645,1.0
0.020973716,0.8574401,0.81391615,0.026950298,-1.0211399,-0.8832645,0.04213553,0.89553785,0.89386404,-0.025952984,0.0
-0.039764937,0.8627651,0.89958465,0.095708035,-3.164382,-0.799419,0.06065207,0.9744653,0.9278904,-0.0047208928,1.0
-0.03125131,0.8060353,0.8530256,0.055361405,-0.902598,-1.0066088,0.038438,1.0056242,0.8013222,-0.049257338,0.0
0.088874824,0.9334124,0.7761718,-0.031961184,-0.8858591,-0.8968037,0.04350672,0.8779263,0.91814923,0.057376623,0.0
0.1133727,0.7750379,0.91914815,-0.032464653,-0.8373898,-0.8244226,0.014762026,0.8777521,0.8708753,0.008796225,0.0
0.025929255,0.94136304,0.8723358,-0.05582956,-0.889196,-0.86873615,0.06307498,0.8332301,0.89338815,-0.09212877,0.0
1.2601874,0.90239036,0.8295465,0.047673564,-0.8371238,-0.88018256,0.042536616,0.7713291,0.8726251,-0.033507146,1.0
0.13962272,0.91853,0.9226176,0.055870466,-0.7785339,-0.8555384,-0.093059964,0.984417,0.93646055,-0.0913206,0.0
-0.051554892,0.8532497,0.8866085,-0.05839805,-0.9238337,-0.95043015,0.052393105,0.7952378,0.9120315,-0.004971842,0.0
0.06851769,0.8574961,0.9311175,-0.0007717871,-0.9777989,-0.81632245,0.081027284,0.88168454,0.8385139,0.014898578,0.0
-0.051981855,0.8099856,0.8165337,-0.00981401,-0.8831447,-0.8299219,0.0059296787,0.80063367,0.8822902,0.0057568983,0.0
0.045072265,0.82958037,0.8082579,-0.06454787,-0.863992,-0.79116,-0.06362869,0.21331008,0.8826021,0.061463594,1.0
0.041573692,0.8932521,0.80249316,0.031363137,-0.859486,-0.83990407,-0.080232486,0.8211384,0.8112934,-0.036197457,0.0
-0.019397372,0.8650119,0.91076416,-0.010982164,-0.80492324,-0.89675653,0.045615934,0.797023,0.9021021,-0.023301426,0.0
-2.2329051,0.99860877,0.8018226,-0.034393646,-0.9157437,-0.8770019,-0.02222299,0.80182725,0.9074067,-0.020029468,1.0
-0.024426881,0.83997303,0.8920343,0.037861902,-0.86768013,-0.8744846,0.044158626,0.892677,0.8540823,0.01672826,0.0
-0.016010202,0.7641983,0.81762445,0.033225514,-0.49403453,-0.9206167,0.086430356,0.8953245,0.82066053,0.04182701,1.0
0.04404768,0.8894423,0.8529231,0.06156548,-0.81273544,-0.86197984,-0.020136634,3.0998194,0.9158315,0.015490969,1.0
-0.0058779526,0.8632023,0.9442346,0.08111037,-0.76020664,-0.8893759,0.079186596,0.9735572,0.92673844,0.038124803,0.0
-0.04143604,0.8881914,0.85230434,-0.029142385,-0.8433706,-0.7915478,-0.010710979,0.815276,2.4217618,0.13152292,1.0
0.053709373,0.9753402,0.8735709,0.048212476,-0.8359442,-2.4170494,0.03465656,0.91820306,0.8287662,0.030739892,1.0
-0.09548743,0.7954829,0.911079,0.055637404,-0.82494736,-0.12314092,0.048100922,0.8090034,0.91780996,0.006592744,1.0
-0.019351302,0.82778066,0.8812907,-0.060473815,-0.87480575,-0.8605283,-0.0071669742,0.8164532,0.8773753,-0.03099325,0.0
-0.051648024,0.85615265,0.8399794,0.043966405,-0.9339054,-0.88373846,0.01054328,0.77074355,0.92240584,0.04389329,0.0
-0.057279125,0.8262613,0.83842367,0.12187582,-0.8234958,-0.8263766,0.021159742,0.8304262,0.7977845,-0.06079969,0.0
-0.014126508,0.83073205,0.89226776,-0.04242944,-0.8333873,-0.81187403,0.014788433,0.8045547,0.8226534,-0.015942857,0.0
-0.033102613,0.8439098,0.88921577,-0.026521454,-0.81433886,-0.7599235,-2.3546653,0.84282595,0.7997667,0.036454894,1.0
0.036068782,0.9512934,0.8645925,0.010294617,-0.8382835,-0.88452375,-0.014498234,1.0264682,0.8116676,0.07788559,0.0
0.027290098,-1.8668469,0.9285408,-0.0015279277,-0.9505722,-0.90766,-0.033869382,0.79414976,0.8250065,0.021593703,1.0
0.020880533,0.92919433,0.9596363,0.024167975,-0.85615516,-0.84298676,-0.048634984,1.6449348,0.886119,-0.0003367038,1.0
0.08151825,0.83527994,0.84420824,0.020667706,-0.9442596,-0.8607371,0.016625285,0.86547023,0.9315698,-0.02924402,0.0
-0.034699116,0.82386285,0.8855597,-0.044305474,-0.28278226,-0.8301853,0.060376704,0.8455307,0.91099286,0.0006112566,1.0
-0.034137033,0.8817542,1.1187528,0.069177724,-0.77589893,-0.8694949,0.025149727,0.830973,0.786577,-0.10565352,1.0
-0.014722621,0.90565777,0.8283454,-0.007455074,-0.79750794,-0.97489625,0.04953455,0.7811282,0.88441664,-1.3952695,1.0
0.0056644646,0.8720741,0.88135546,-0.013794518,-0.8756582,-0.8753983,0.1075557,0.8072893,0.76951456,0.014112967,0.0
0.044587534,0.8886333,0.8252942,-0.029137576,-0.7912417,-0.8089511,-0.03474067,0.8286011,0.9688177,-0.07201133,0.0
0.05120574,0.85902435,0.82936347,0.030748457,-0.8119701,-0.8423717,0.002532619,0.8174726,0.83127594,0.005820068,0.0
2.3232956,0.89029723,0.7572751,0.017975349,-0.93884027,-0.88086474,0.061301723,0.8880189,0.8763343,-0.050728742,1.0
-0.09328065,2.9592965,0.92851347,-0.031947404,-0.8227114,-0.9156448,0.009091367,0.8546151,0.8259714,0.07814993,1.0
-0.00822439,0.8921093,0.8922355,0.01061861,-0.89433676,-0.8816227,-0.031366616,0.9089696,0.88168705,-0.016303647,0.0
-0.059159685,0.8603166,0.8244678,0.014727525,-0.8315202,-0.80537874,0.07058313,0.7299378,0.8966353,-0.01430915,0.0
-0.019709306,0.80590564,0.9060844,-0.030537518,-0.8036153,-0.9127192,-0.03214066,0.93699,3.2427297,0.017563105,1.0
-0.030041808,2.494381,0.89077306,-0.038322836,-0.7956832,-0.8101565,0.04350361,0.8440799,0.91190726,0.111054175,1.0
0.0065046567,0.84330815,0.8234168,1.0813295,-0.8972959,-0.87001264,0.040524196,0.8540118,0.90856713,0.00757107,1.0
0.011427606,0.8571367,0.8810069,-0.0658471,-0.8715903,-0.85667056,-0.0421369,0.83280694,0.9436689,0.035862032,0.0
-0.11302977,0.8264133,1.0201076,-0.050682608,-0.959778,-0.81856483,0.019915158,0.89291745,0.9129709,0.022022255,1.0
